"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A different app_user cannot delete another owner's client.","910","test_delete_client_cross_tenant_returns_404","tests","Wed May 20 23:59:42 UTC 2026","passed","Wed May 20 23:59:43 UTC 2026","","test_clients_ownership","",""
"slowapi should attach X-RateLimit-* headers on auth endpoints.","305","test_register_rate_limit_header_present","tests","Wed May 20 23:59:38 UTC 2026","passed","Wed May 20 23:59:38 UTC 2026","","test_auth","",""
"","2","test_finalize_image_requires_authentication","tests","Wed May 20 23:59:47 UTC 2026","passed","Wed May 20 23:59:47 UTC 2026","","test_wave1_security","",""
"","5","test_put_staged_html_writes_manifest_and_entry_file","tests","Wed May 20 23:59:47 UTC 2026","passed","Wed May 20 23:59:47 UTC 2026","","test_staging_artifacts","",""
"A different app_user cannot modify service permissions of another owner's client.","911","test_patch_client_services_cross_tenant_returns_404","tests","Wed May 20 23:59:44 UTC 2026","passed","Wed May 20 23:59:45 UTC 2026","","test_clients_ownership","",""
"","1","test_startup_validation_requires_openai_key_unless_override","tests","Wed May 20 23:59:47 UTC 2026","passed","Wed May 20 23:59:47 UTC 2026","","test_wave1_security","",""
"","6","test_delete_website","tests","Wed May 20 23:59:51 UTC 2026","passed","Wed May 20 23:59:51 UTC 2026","","test_website_crud","",""
"customer.subscription.deleted should reset user plan to 'free'.","3","test_webhook_subscription_deleted_resets_to_free","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_payment_webhook","",""
"","4","test_create_website_returns_id","tests","Wed May 20 23:59:49 UTC 2026","passed","Wed May 20 23:59:49 UTC 2026","","test_website_crud","",""
"","25","test_wave_build_website_queues_and_tracks_status","tests","Wed May 20 23:59:48 UTC 2026","passed","Wed May 20 23:59:48 UTC 2026","","test_wave_build_website","",""
"","6","test_update_website_nothing_to_update","tests","Wed May 20 23:59:50 UTC 2026","passed","Wed May 20 23:59:50 UTC 2026","","test_website_crud","",""
"","4","test_enforce_generated_html_spec_injects_multiple_media_items_with_selector_and_scroll","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_reference_media_handling","",""
"","2","test_me_invalid_token_returns_401","tests","Wed May 20 23:59:40 UTC 2026","passed","Wed May 20 23:59:40 UTC 2026","","test_auth","",""
"","3","test_enforce_generated_html_spec_keeps_video_and_audio_in_single_media_section","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_reference_media_handling","",""
"GET /clients/ must return only clients owned by the requesting user.","1212","test_list_clients_only_returns_own","tests","Wed May 20 23:59:45 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_clients_ownership","",""
"","3","test_create_website_unknown_theme_returns_400","tests","Wed May 20 23:59:50 UTC 2026","passed","Wed May 20 23:59:50 UTC 2026","","test_website_crud","",""
"","4","test_sqlite_client_recovers_when_pooled_connection_is_closed","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"","0","test_close_all_ignores_connection_close_errors","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"","0","test_plan_limit_check_uses_cache_after_first_lookup","tests","Wed May 20 23:59:48 UTC 2026","passed","Wed May 20 23:59:48 UTC 2026","","test_wave6_ux_perf","",""
"","6","test_coupon_update_still_works_with_allowlisted_fields","tests","Wed May 20 23:59:47 UTC 2026","passed","Wed May 20 23:59:47 UTC 2026","","test_wave1_security","",""
"With a mocked verify_webhook, subscription.updated should update the user plan.","2","test_webhook_subscription_updated_changes_plan","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_payment_webhook","",""
"Supplying an incorrect OTP must be rejected.","306","test_verify_otp_bad_code_returns_400","tests","Wed May 20 23:59:38 UTC 2026","passed","Wed May 20 23:59:38 UTC 2026","","test_auth","",""
"","1","test_create_db_client_returns_sqlite_or_snowflake","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"","5","test_wave_staging_area_get_uses_manifest_entry","tests","Wed May 20 23:59:49 UTC 2026","passed","Wed May 20 23:59:49 UTC 2026","","test_wave_staging_area_edits","",""
"","1","test_snowflake_client_execute_and_execute_many","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"","9","test_output_static_files_are_served","tests","Wed May 20 23:59:47 UTC 2026","passed","Wed May 20 23:59:47 UTC 2026","","test_staging_artifacts","",""
"","15","test_sqlite_client_reuses_connection_per_thread","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"A different app_user cannot read service permissions of another owner's client.","910","test_get_client_services_cross_tenant_returns_404","tests","Wed May 20 23:59:43 UTC 2026","passed","Wed May 20 23:59:44 UTC 2026","","test_clients_ownership","",""
"","9","test_create_cart_item_writes_stock_quantity","tests","Wed May 20 23:59:48 UTC 2026","passed","Wed May 20 23:59:48 UTC 2026","","test_wave5_data_api","",""
"A user cannot delete another user's website.","308","test_delete_website_other_user_returns_404","tests","Wed May 20 23:59:51 UTC 2026","passed","Wed May 20 23:59:51 UTC 2026","","test_website_crud","",""
"","13","test_enforce_generated_html_spec_injects_media_section_when_missing","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_reference_media_handling","",""
"","3","test_enforce_generated_html_spec_enriches_existing_media_section","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_reference_media_handling","",""
"","5","test_get_staged_html_returns_manifest_metadata","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_staging_artifacts","",""
"","3","test_build_status_unknown_website_returns_404","tests","Wed May 20 23:59:52 UTC 2026","passed","Wed May 20 23:59:52 UTC 2026","","test_website_crud","",""
"","2","test_me_missing_token_returns_401","tests","Wed May 20 23:59:40 UTC 2026","passed","Wed May 20 23:59:40 UTC 2026","","test_auth","",""
"","3","test_sqlite_client_execute_many_and_fetchone_fetchall","tests","Wed May 20 23:59:46 UTC 2026","passed","Wed May 20 23:59:46 UTC 2026","","test_sqlite_pooling","",""
"A different app_user cannot read another owner's client.","910","test_get_client_cross_tenant_returns_404","tests","Wed May 20 23:59:40 UTC 2026","passed","Wed May 20 23:59:41 UTC 2026","","test_clients_ownership","",""
