"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","test_update_website_nothing_to_update","tests","Tue May 19 16:56:31 UTC 2026","passed","Tue May 19 16:56:31 UTC 2026","","test_website_crud","",""
"GET /clients/ must return only clients owned by the requesting user.","1212","test_list_clients_only_returns_own","tests","Tue May 19 16:56:25 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_clients_ownership","",""
"","0","test_sqlite_client_retry_failure_returns_empty_list","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"","6","test_get_staged_html_returns_manifest_metadata","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_staging_artifacts","",""
"","4","test_enforce_generated_html_spec_enriches_existing_media_section","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_reference_media_handling","",""
"customer.subscription.deleted should reset user plan to 'free'.","2","test_webhook_subscription_deleted_resets_to_free","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_payment_webhook","",""
"slowapi should attach X-RateLimit-* headers on auth endpoints.","306","test_register_rate_limit_header_present","tests","Tue May 19 16:56:18 UTC 2026","passed","Tue May 19 16:56:18 UTC 2026","","test_auth","",""
"","2","test_finalize_image_requires_authentication","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_wave1_security","",""
"Supplying an incorrect OTP must be rejected.","307","test_verify_otp_bad_code_returns_400","tests","Tue May 19 16:56:18 UTC 2026","passed","Tue May 19 16:56:19 UTC 2026","","test_auth","",""
"","9","test_create_cart_item_writes_stock_quantity","tests","Tue May 19 16:56:28 UTC 2026","passed","Tue May 19 16:56:28 UTC 2026","","test_wave5_data_api","",""
"","1","test_sqlite_client_execute_many_refresh_path","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"With a mocked verify_webhook, subscription.updated should update the user plan.","2","test_webhook_subscription_updated_changes_plan","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_payment_webhook","",""
"","7","test_wave_build_website_rejects_unknown_output_target","tests","Tue May 19 16:56:29 UTC 2026","passed","Tue May 19 16:56:29 UTC 2026","","test_wave_build_website","",""
"","4","test_me_returns_user_info","tests","Tue May 19 16:56:20 UTC 2026","passed","Tue May 19 16:56:20 UTC 2026","","test_auth","",""
"","2","test_webhook_missing_signature_returns_400","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_payment_webhook","",""
"","0","test_wave5_schema_defaults_and_contracts_present","tests","Tue May 19 16:56:28 UTC 2026","passed","Tue May 19 16:56:28 UTC 2026","","test_wave5_data_api","",""
"","0","test_auth_service_rejects_default_jwt_secret","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_wave1_security","",""
"A user cannot delete another user's website.","308","test_delete_website_other_user_returns_404","tests","Tue May 19 16:56:31 UTC 2026","passed","Tue May 19 16:56:32 UTC 2026","","test_website_crud","",""
"","4","test_enforce_generated_html_spec_injects_only_missing_media_types","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_reference_media_handling","",""
"","5","test_enforce_generated_html_spec_injects_multiple_media_items_with_selector_and_scroll","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_reference_media_handling","",""
"","28","test_wave_build_website_queues_and_tracks_status","tests","Tue May 19 16:56:28 UTC 2026","passed","Tue May 19 16:56:28 UTC 2026","","test_wave_build_website","",""
"","5","test_finalize_image_forbidden_for_non_owner","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_wave1_security","",""
"","3","test_extract_expected_spec_parses_reference_media_urls","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_reference_media_handling","",""
"A different app_user cannot read service permissions of another owner's client.","911","test_get_client_services_cross_tenant_returns_404","tests","Tue May 19 16:56:23 UTC 2026","passed","Tue May 19 16:56:24 UTC 2026","","test_clients_ownership","",""
"","6","test_delete_website","tests","Tue May 19 16:56:31 UTC 2026","passed","Tue May 19 16:56:31 UTC 2026","","test_website_crud","",""
"","4","test_build_status_unknown_website_returns_404","tests","Tue May 19 16:56:32 UTC 2026","passed","Tue May 19 16:56:32 UTC 2026","","test_website_crud","",""
"","2","test_me_missing_token_returns_401","tests","Tue May 19 16:56:20 UTC 2026","passed","Tue May 19 16:56:20 UTC 2026","","test_auth","",""
"","11","test_update_website_title","tests","Tue May 19 16:56:30 UTC 2026","passed","Tue May 19 16:56:30 UTC 2026","","test_website_crud","",""
"A different app_user cannot update another owner's client.","911","test_patch_client_cross_tenant_returns_404","tests","Tue May 19 16:56:21 UTC 2026","passed","Tue May 19 16:56:22 UTC 2026","","test_clients_ownership","",""
"","5","test_wave_staging_area_get_uses_manifest_entry","tests","Tue May 19 16:56:29 UTC 2026","passed","Tue May 19 16:56:29 UTC 2026","","test_wave_staging_area_edits","",""
"","9","test_sqlite_client_reuses_connection_per_thread","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"","6","test_coupon_update_still_works_with_allowlisted_fields","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_wave1_security","",""
"A different app_user cannot modify service permissions of another owner's client.","912","test_patch_client_services_cross_tenant_returns_404","tests","Tue May 19 16:56:24 UTC 2026","passed","Tue May 19 16:56:25 UTC 2026","","test_clients_ownership","",""
"A different app_user cannot read another owner's client.","911","test_get_client_cross_tenant_returns_404","tests","Tue May 19 16:56:20 UTC 2026","passed","Tue May 19 16:56:21 UTC 2026","","test_clients_ownership","",""
"","3","test_dashboard_apifetch_has_abort_timeout_and_toast_message","tests","Tue May 19 16:56:28 UTC 2026","passed","Tue May 19 16:56:28 UTC 2026","","test_wave6_ux_perf","",""
"","4","test_create_website_returns_id","tests","Tue May 19 16:56:30 UTC 2026","passed","Tue May 19 16:56:30 UTC 2026","","test_website_crud","",""
"","0","test_adapt_sql_for_sqlite_transforms_common_snowflake_syntax","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"","308","test_login_returns_token","tests","Tue May 19 16:56:19 UTC 2026","passed","Tue May 19 16:56:19 UTC 2026","","test_auth","",""
"","0","test_startup_validation_requires_openai_key_unless_override","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_wave1_security","",""
"A different app_user cannot delete another owner's client.","918","test_delete_client_cross_tenant_returns_404","tests","Tue May 19 16:56:22 UTC 2026","passed","Tue May 19 16:56:23 UTC 2026","","test_clients_ownership","",""
"","10","test_output_static_files_are_served","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_staging_artifacts","",""
"","3","test_login_unknown_email_returns_401","tests","Tue May 19 16:56:20 UTC 2026","passed","Tue May 19 16:56:20 UTC 2026","","test_auth","",""
"","314","test_register_creates_user","tests","Tue May 19 16:56:17 UTC 2026","passed","Tue May 19 16:56:18 UTC 2026","","test_auth","",""
"","6","test_put_staged_html_writes_manifest_and_entry_file","tests","Tue May 19 16:56:27 UTC 2026","passed","Tue May 19 16:56:27 UTC 2026","","test_staging_artifacts","",""
"","1","test_plan_limit_check_uses_cache_after_first_lookup","tests","Tue May 19 16:56:28 UTC 2026","passed","Tue May 19 16:56:28 UTC 2026","","test_wave6_ux_perf","",""
"","309","test_register_duplicate_email_returns_409","tests","Tue May 19 16:56:18 UTC 2026","passed","Tue May 19 16:56:18 UTC 2026","","test_auth","",""
"","0","test_close_all_ignores_connection_close_errors","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"","5","test_wave_staging_area_put_updates_entry_and_manifest","tests","Tue May 19 16:56:29 UTC 2026","passed","Tue May 19 16:56:29 UTC 2026","","test_wave_staging_area_edits","",""
"","13","test_enforce_generated_html_spec_injects_media_section_when_missing","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_reference_media_handling","",""
"","3","test_sqlite_client_execute_many_and_fetchone_fetchall","tests","Tue May 19 16:56:26 UTC 2026","passed","Tue May 19 16:56:26 UTC 2026","","test_sqlite_pooling","",""
"","306","test_login_wrong_password_returns_401","tests","Tue May 19 16:56:19 UTC 2026","passed","Tue May 19 16:56:20 UTC 2026","","test_auth","",""
