"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A different app_user cannot modify service permissions of another owner's client.","912","test_patch_client_services_cross_tenant_returns_404","tests","Thu May 21 06:06:42 UTC 2026","passed","Thu May 21 06:06:43 UTC 2026","","test_clients_ownership","",""
"A different app_user cannot read another owner's client.","912","test_get_client_cross_tenant_returns_404","tests","Thu May 21 06:06:38 UTC 2026","passed","Thu May 21 06:06:39 UTC 2026","","test_clients_ownership","",""
"","307","test_register_duplicate_email_returns_409","tests","Thu May 21 06:06:36 UTC 2026","passed","Thu May 21 06:06:36 UTC 2026","","test_auth","",""
"customer.subscription.deleted should reset user plan to 'free'.","2","test_webhook_subscription_deleted_resets_to_free","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_payment_webhook","",""
"Supplying an incorrect OTP must be rejected.","307","test_verify_otp_bad_code_returns_400","tests","Thu May 21 06:06:37 UTC 2026","passed","Thu May 21 06:06:37 UTC 2026","","test_auth","",""
"A different app_user cannot delete another owner's client.","911","test_delete_client_cross_tenant_returns_404","tests","Thu May 21 06:06:40 UTC 2026","passed","Thu May 21 06:06:41 UTC 2026","","test_clients_ownership","",""
"","13","test_enforce_generated_html_spec_injects_media_section_when_missing","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_reference_media_handling","",""
"","0","test_sqlite_client_retry_failure_returns_empty_list","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","1","test_startup_validation_requires_openai_key_unless_override","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_wave1_security","",""
"","4","test_enforce_generated_html_spec_injects_only_missing_media_types","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_reference_media_handling","",""
"","0","test_close_all_ignores_connection_close_errors","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"A different app_user cannot read service permissions of another owner's client.","911","test_get_client_services_cross_tenant_returns_404","tests","Thu May 21 06:06:41 UTC 2026","passed","Thu May 21 06:06:42 UTC 2026","","test_clients_ownership","",""
"","6","test_delete_website","tests","Thu May 21 06:06:49 UTC 2026","passed","Thu May 21 06:06:49 UTC 2026","","test_website_crud","",""
"","4","test_enforce_generated_html_spec_injects_multiple_media_items_with_selector_and_scroll","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_reference_media_handling","",""
"GET /clients/ must return only clients owned by the requesting user.","1213","test_list_clients_only_returns_own","tests","Thu May 21 06:06:43 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_clients_ownership","",""
"","5","test_wave_staging_area_put_updates_entry_and_manifest","tests","Thu May 21 06:06:48 UTC 2026","passed","Thu May 21 06:06:48 UTC 2026","","test_wave_staging_area_edits","",""
"","314","test_register_creates_user","tests","Thu May 21 06:06:36 UTC 2026","passed","Thu May 21 06:06:36 UTC 2026","","test_auth","",""
"","4","test_sqlite_client_recovers_when_pooled_connection_is_closed","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"slowapi should attach X-RateLimit-* headers on auth endpoints.","306","test_register_rate_limit_header_present","tests","Thu May 21 06:06:36 UTC 2026","passed","Thu May 21 06:06:37 UTC 2026","","test_auth","",""
"","2","test_sqlite_client_execute_strict_raises_on_error","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","11","test_sqlite_client_reuses_connection_per_thread","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","5","test_upsert_cart_rejects_invalid_product_id","tests","Thu May 21 06:06:46 UTC 2026","passed","Thu May 21 06:06:46 UTC 2026","","test_wave5_data_api","",""
"","10","test_output_static_files_are_served","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_staging_artifacts","",""
"","0","test_create_db_client_returns_sqlite_or_snowflake","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","4","test_create_website_unknown_theme_returns_400","tests","Thu May 21 06:06:48 UTC 2026","passed","Thu May 21 06:06:48 UTC 2026","","test_website_crud","",""
"","29","test_wave_build_website_queues_and_tracks_status","tests","Thu May 21 06:06:47 UTC 2026","passed","Thu May 21 06:06:47 UTC 2026","","test_wave_build_website","",""
"","7","test_coupon_update_still_works_with_allowlisted_fields","tests","Thu May 21 06:06:46 UTC 2026","passed","Thu May 21 06:06:46 UTC 2026","","test_wave1_security","",""
"","3","test_enforce_generated_html_spec_keeps_video_and_audio_in_single_media_section","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_reference_media_handling","",""
"","4","test_enforce_generated_html_spec_enriches_existing_media_section","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_reference_media_handling","",""
"","3","test_sqlite_client_execute_many_and_fetchone_fetchall","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","0","test_wave5_schema_defaults_and_contracts_present","tests","Thu May 21 06:06:46 UTC 2026","passed","Thu May 21 06:06:46 UTC 2026","","test_wave5_data_api","",""
"A different app_user cannot update another owner's client.","913","test_patch_client_cross_tenant_returns_404","tests","Thu May 21 06:06:39 UTC 2026","passed","Thu May 21 06:06:40 UTC 2026","","test_clients_ownership","",""
"","5","test_finalize_image_forbidden_for_non_owner","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_wave1_security","",""
"","7","test_wave_build_website_rejects_unknown_output_target","tests","Thu May 21 06:06:47 UTC 2026","passed","Thu May 21 06:06:47 UTC 2026","","test_wave_build_website","",""
"","5","test_wave_staging_area_get_uses_manifest_entry","tests","Thu May 21 06:06:47 UTC 2026","passed","Thu May 21 06:06:47 UTC 2026","","test_wave_staging_area_edits","",""
"","4","test_me_returns_user_info","tests","Thu May 21 06:06:38 UTC 2026","passed","Thu May 21 06:06:38 UTC 2026","","test_auth","",""
"","6","test_put_staged_html_writes_manifest_and_entry_file","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_staging_artifacts","",""
"","2","test_finalize_image_requires_authentication","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_wave1_security","",""
"","1","test_snowflake_client_execute_and_execute_many","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","0","test_adapt_sql_for_sqlite_transforms_common_snowflake_syntax","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","305","test_login_wrong_password_returns_401","tests","Thu May 21 06:06:38 UTC 2026","passed","Thu May 21 06:06:38 UTC 2026","","test_auth","",""
"","308","test_login_returns_token","tests","Thu May 21 06:06:37 UTC 2026","passed","Thu May 21 06:06:38 UTC 2026","","test_auth","",""
"","7","test_update_website_nothing_to_update","tests","Thu May 21 06:06:49 UTC 2026","passed","Thu May 21 06:06:49 UTC 2026","","test_website_crud","",""
"","8","test_create_cart_item_writes_stock_quantity","tests","Thu May 21 06:06:46 UTC 2026","passed","Thu May 21 06:06:46 UTC 2026","","test_wave5_data_api","",""
"","4","test_create_website_returns_id","tests","Thu May 21 06:06:48 UTC 2026","passed","Thu May 21 06:06:48 UTC 2026","","test_website_crud","",""
"","3","test_dashboard_apifetch_has_abort_timeout_and_toast_message","tests","Thu May 21 06:06:46 UTC 2026","passed","Thu May 21 06:06:46 UTC 2026","","test_wave6_ux_perf","",""
"","3","test_me_missing_token_returns_401","tests","Thu May 21 06:06:38 UTC 2026","passed","Thu May 21 06:06:38 UTC 2026","","test_auth","",""
"","2","test_me_invalid_token_returns_401","tests","Thu May 21 06:06:38 UTC 2026","passed","Thu May 21 06:06:38 UTC 2026","","test_auth","",""
"","0","test_auth_service_rejects_default_jwt_secret","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_wave1_security","",""
"","5","test_get_staged_html_returns_manifest_metadata","tests","Thu May 21 06:06:45 UTC 2026","passed","Thu May 21 06:06:45 UTC 2026","","test_staging_artifacts","",""
"","5","test_sqlite_client_uses_distinct_connections_across_threads","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
"","3","test_sqlite_client_transaction_begin_rollback","tests","Thu May 21 06:06:44 UTC 2026","passed","Thu May 21 06:06:44 UTC 2026","","test_sqlite_pooling","",""
